id_lote,fecha_hora,tipo_grano,nivel_tostado_objetivo,tamano_lote_kg,humedad_inicial_pct,densidad_grano_g_cm3,tamano_grano_mm,temp_precalentamiento_c,nivel_gas_pct,flujo_aire_pct,velocidad_tambor_rpm,duracion_tostado_min,temp_promedio_secado_c,temp_promedio_maillard_c,temp_promedio_desarrollo_c,temp_final_c,tiempo_primer_crack_min,tiempo_segundo_crack_min,temp_ambiente_c,humedad_pct,tasa_calor_c_por_min,energia_total_unidades,perdida_peso_pct,peso_final_kg,puntaje_color_agtron,puntaje_aroma,puntaje_cuerpo,puntaje_acidez,puntaje_calidad_general,conteo_defectos,aprobacion_calidad,anomalia_proceso
5367,2012-12-17 18:28:41.367815,Arabiga,Oscuro,109.19,13.71,1.19,6.36,206.7,72.7,76.4,69.6,15.82,213.5,223.7,233.9,240.7,9.56,12.77,27.2,95.3,2.15,1256.2,19.68,87.7,9.9,8.33,8.01,7.67,8.87,0,1,0
5368,2012-12-18 18:28:41.367919,Mezcla,Medio,106.76,11.16,1.12,6.49,208.3,53.9,59.5,59.7,14.7,210.6,214.0,217.4,219.7,10.47,12.45,24.2,63.1,0.77,846.0,15.15,90.58,48.8,7.95,8.41,7.8,9.25,1,1,0
5369,2012-12-19 18:28:41.368005,Robusta,Oscuro,110.46,10.26,1.487,7.22,182.7,84.8,88.2,84.3,13.92,191.9,205.6,219.3,228.4,9.37,12.28,14.2,100.7,3.28,1304.3,16.65,92.07,32.0,7.02,7.63,7.37,8.36,1,1,0
5370,2012-12-20 18:28:41.368084,Robusta,Oscuro,103.08,10.12,1.463,6.76,186.6,62.7,79.3,69.9,17.56,194.8,206.9,219.1,227.3,10.21,13.9,33.1,57.8,2.31,1134.1,17.52,85.02,40.0,7.47,7.23,7.13,8.09,2,1,0
5371,2012-12-21 18:28:41.368217,Arabiga,Oscuro,94.82,11.08,1.469,5.49,223.3,83.1,76.3,94.6,16.87,225.5,228.8,232.1,234.3,12.18,15.53,28.1,59.8,0.65,1329.0,18.72,77.07,21.2,9.17,8.58,9.24,9.88,0,1,1
5372,2012-12-22 18:28:41.368343,Mezcla,Medio,94.35,10.07,1.624,5.8,211.8,50.8,84.2,75.1,19.39,211.1,210.0,209.0,208.3,7.64,12.82,16.3,69.3,-0.18,930.0,14.27,80.88,77.5,3.26,3.43,2.79,4.05,3,0,1
5373,2012-12-23 18:28:41.368435,Arabiga,Medio,91.46,15.16,1.485,7.01,206.1,58.0,90.3,61.0,13.66,209.7,215.3,220.8,224.5,6.63,11.49,26.6,74.6,1.35,723.9,15.8,77.01,36.4,7.43,7.22,7.37,8.52,0,1,0
5374,2012-12-24 18:28:41.368530,Robusta,Ligero,102.88,9.65,1.335,6.67,194.0,91.0,82.1,66.6,12.05,197.9,203.9,209.8,213.8,8.78,,22.4,78.8,1.64,1128.4,13.17,89.33,62.5,6.63,7.17,6.94,7.91,0,1,0
5375,2012-12-25 18:28:41.368620,Arabiga,Medio,87.02,9.51,1.317,5.64,195.2,98.2,70.2,62.6,12.44,201.6,211.1,220.7,227.0,7.69,11.71,28.4,64.4,2.56,1063.1,15.94,73.15,38.6,6.78,6.64,6.99,8.03,1,1,0
5376,2012-12-26 18:28:41.368749,Robusta,Ligero,96.66,10.41,1.467,6.52,189.9,31.6,73.8,66.3,13.8,191.6,194.1,196.6,198.2,7.93,,25.0,95.3,0.6,421.6,10.59,86.43,93.7,6.0,5.51,5.69,6.82,0,0,0
5377,2012-12-27 18:28:41.368887,Mezcla,Ligero,79.9,10.04,1.047,6.39,206.4,83.5,79.8,65.3,14.3,206.9,207.7,208.5,209.0,6.53,,31.0,49.3,0.18,953.8,12.89,69.6,74.9,8.07,8.23,7.94,9.02,0,1,0
5378,2012-12-28 18:28:41.368974,Arabiga,Medio,119.51,12.01,1.384,5.19,186.4,76.0,73.1,55.6,15.73,192.7,202.2,211.7,218.0,10.44,11.99,16.4,74.3,2.01,1428.0,15.12,101.45,55.5,8.15,8.41,8.37,9.52,0,1,0
5379,2012-12-29 18:28:41.369059,Arabiga,Medio,84.47,10.0,1.042,7.07,201.1,53.2,77.8,64.3,13.7,204.8,210.3,215.8,219.4,9.8,11.52,13.1,54.7,1.33,615.6,14.79,71.97,53.4,8.83,8.09,8.46,9.47,0,1,0
5380,2012-12-30 18:28:41.369144,Robusta,Medio,93.17,10.92,1.16,6.58,203.6,52.7,74.7,66.7,16.58,208.1,214.9,221.7,226.2,7.85,9.94,25.1,60.9,1.36,814.2,17.01,77.33,38.5,5.5,5.16,5.68,6.2,3,0,1
5381,2012-12-31 18:28:41.369226,Robusta,Medio,85.56,14.03,1.285,6.15,229.0,48.9,84.1,68.3,18.37,227.2,224.5,221.8,220.0,8.7,12.83,19.5,70.3,-0.49,768.1,16.32,71.6,55.6,4.67,5.16,5.09,6.0,1,0,1
5382,2013-01-01 18:28:41.369310,Arabiga,Medio,114.98,12.15,1.118,7.67,203.6,74.9,101.8,67.3,15.56,205.5,208.3,211.2,213.0,9.19,12.77,22.0,61.6,0.61,1340.1,14.08,98.79,66.9,6.97,6.91,7.42,8.28,0,1,0
5383,2013-01-02 18:28:41.369402,Robusta,Medio,94.03,14.94,0.881,6.9,179.4,95.4,61.3,69.9,16.82,187.8,200.4,212.9,221.3,11.76,13.72,20.4,62.5,2.49,1508.5,16.1,78.89,42.3,3.29,2.64,3.18,3.92,4,0,1
5384,2013-01-03 18:28:41.369482,Mezcla,Oscuro,96.0,11.16,1.244,6.56,192.6,88.7,89.9,71.9,17.71,203.6,220.1,236.6,247.6,10.82,15.02,41.3,53.3,3.11,1507.5,21.63,75.23,-6.2,5.81,6.46,6.46,6.98,6,0,0
5385,2013-01-04 18:28:41.369559,Mezcla,Ligero,113.71,9.73,1.228,7.21,189.8,71.0,89.8,74.8,13.3,190.4,191.2,192.0,192.6,8.38,,35.1,100.5,0.2,1073.8,9.3,103.14,101.1,6.05,5.68,6.28,7.12,0,1,0
5386,2013-01-05 18:28:41.369648,Robusta,Medio,114.81,12.29,1.449,7.24,209.0,97.0,64.9,71.0,15.22,211.4,215.1,218.7,221.1,7.83,12.74,27.6,85.1,0.8,1694.7,15.6,96.9,49.0,3.27,3.53,3.77,4.68,5,0,1
5387,2013-01-06 18:28:41.369744,Mezcla,Ligero,125.12,11.83,1.375,6.19,202.8,54.6,80.3,66.1,10.57,201.7,200.2,198.6,197.5,9.62,,17.5,50.4,-0.5,722.4,9.48,113.27,94.9,3.37,3.69,3.0,4.5,2,0,1
5388,2013-01-07 18:28:41.369844,Arabiga,Medio,114.18,10.57,1.272,4.89,234.2,53.8,86.4,88.1,13.72,230.3,224.3,218.4,214.4,8.05,13.12,22.1,44.9,-1.44,842.3,13.8,98.42,60.7,7.21,7.27,7.52,8.18,1,1,1
5389,2013-01-08 18:28:41.369923,Robusta,Ligero,110.43,14.88,1.207,7.54,197.1,69.4,61.2,51.7,9.14,199.9,204.2,208.4,211.2,6.03,,37.8,33.0,1.55,700.6,11.78,97.42,66.5,7.34,7.55,7.13,8.32,0,1,0
5390,2013-01-09 18:28:41.370007,Robusta,Medio,92.92,13.55,1.332,7.26,203.5,87.6,84.7,48.4,11.67,205.9,209.3,212.8,215.1,6.93,8.95,34.4,71.1,0.99,950.0,13.32,80.54,60.3,7.61,7.59,7.35,8.72,0,1,0
5391,2013-01-10 18:28:41.370086,Arabiga,Ligero,142.48,13.22,1.36,6.4,215.4,64.4,62.7,66.4,12.56,212.0,206.9,201.8,198.4,5.71,,29.6,74.8,-1.35,1152.6,10.26,127.87,96.0,6.8,6.94,7.23,8.08,0,1,0
5392,2013-01-11 18:28:41.370169,Arabiga,Oscuro,102.63,15.39,1.364,6.48,228.4,71.3,65.9,88.7,19.51,229.9,232.2,234.5,236.0,12.34,14.79,39.9,75.3,0.39,1428.2,19.86,82.25,13.6,8.39,8.77,8.0,9.49,0,1,1
5393,2013-01-12 18:28:41.370256,Mezcla,Ligero,89.1,9.51,1.449,6.16,170.8,54.8,62.0,73.3,12.55,176.5,185.0,193.6,199.3,7.09,,24.6,50.5,2.27,613.3,10.42,79.82,89.5,7.31,7.02,6.78,7.96,0,1,0
5394,2013-01-13 18:28:41.370334,Mezcla,Ligero,126.13,10.89,1.403,7.43,205.7,69.9,87.1,61.7,11.75,206.4,207.5,208.6,209.3,6.38,,36.1,67.4,0.31,1036.0,12.19,110.76,78.0,7.9,7.86,7.66,9.0,0,1,0
5395,2013-01-14 18:28:41.370413,Robusta,Medio,109.21,10.91,1.111,5.95,219.9,77.9,64.6,51.7,16.16,219.8,219.6,219.4,219.3,9.62,13.51,26.9,73.6,-0.04,1375.3,15.5,92.29,47.9,8.34,8.4,8.19,9.48,0,1,0
5396,2013-01-15 18:28:41.370490,Arabiga,Ligero,123.59,12.12,1.45,4.82,193.3,72.1,80.5,71.7,13.34,193.3,193.4,193.4,193.4,7.38,,21.4,67.9,0.0,1188.3,9.48,111.88,105.8,7.04,6.77,6.6,7.84,1,1,0
5397,2013-01-16 18:28:41.370584,Arabiga,Oscuro,96.95,15.48,1.402,5.55,211.2,93.4,83.8,74.7,16.17,216.0,223.2,230.4,235.2,9.31,12.04,24.7,78.1,1.49,1463.8,18.7,78.82,16.9,8.37,8.78,8.57,9.49,0,1,0
5398,2013-01-17 18:28:41.370664,Arabiga,Ligero,98.04,11.49,1.361,8.39,184.8,60.6,70.8,74.4,11.02,186.2,188.3,190.4,191.8,6.35,,19.0,43.0,0.64,654.5,8.46,89.74,104.3,6.12,5.63,6.47,7.0,3,0,0
5399,2013-01-18 18:28:41.370761,Arabiga,Oscuro,108.86,11.4,1.534,5.4,191.7,40.3,78.6,81.4,22.83,200.5,213.8,227.0,235.9,11.15,13.14,35.0,66.6,1.93,1000.9,20.82,86.19,17.9,4.31,4.59,4.61,5.53,2,0,1
5400,2013-01-19 18:28:41.370852,Robusta,Oscuro,94.38,12.06,1.23,5.63,200.7,54.1,79.1,46.7,11.67,204.9,211.3,217.7,222.0,11.23,13.66,30.1,26.3,1.82,596.1,14.69,80.51,41.6,2.12,2.82,2.4,3.59,3,0,1
5401,2013-01-20 18:28:41.370944,Arabiga,Ligero,81.52,9.21,1.24,6.36,214.4,82.0,64.5,69.1,10.88,213.1,211.2,209.3,208.0,4.03,,23.1,64.4,-0.59,726.9,11.67,72.01,74.2,7.62,7.75,7.69,8.97,0,1,0
5402,2013-01-21 18:28:41.371035,Robusta,Ligero,88.93,7.64,1.303,7.49,221.9,78.7,74.3,70.7,9.99,219.0,214.5,210.0,207.0,6.99,,24.4,38.5,-1.5,699.2,11.2,78.98,78.9,8.38,8.14,8.68,9.5,0,1,0
5403,2013-01-22 18:28:41.371113,Mezcla,Ligero,101.84,10.27,0.976,6.72,182.2,76.8,73.7,70.2,10.32,185.3,190.0,194.6,197.7,6.55,,24.7,74.0,1.51,806.8,9.44,92.22,93.1,7.63,8.02,8.16,8.73,0,1,0
5404,2013-01-23 18:28:41.371203,Arabiga,Medio,81.17,11.49,1.243,4.73,231.4,94.5,50.2,72.4,13.66,229.7,227.2,224.6,222.9,7.41,11.73,36.0,50.3,-0.62,1047.2,15.48,68.6,47.5,1.47,1.55,2.0,2.64,4,0,1
5405,2013-01-24 18:28:41.371284,Arabiga,Ligero,92.0,10.93,1.093,6.64,191.1,89.3,66.2,56.7,10.94,194.6,199.9,205.2,208.7,6.01,,10.4,68.6,1.62,898.9,11.83,81.12,71.5,8.11,7.96,7.59,8.84,2,1,0
5406,2013-01-25 18:28:41.371370,Mezcla,Medio,93.07,11.5,1.384,7.58,199.6,82.9,99.2,67.5,11.74,202.7,207.5,212.2,215.3,7.14,12.5,25.2,68.0,1.34,905.7,13.38,80.61,64.0,7.88,8.18,7.58,8.95,0,1,0
5407,2013-01-26 18:28:41.371461,Robusta,Medio,114.82,9.73,1.301,6.39,186.7,68.1,80.0,62.0,14.89,192.3,200.8,209.3,214.9,8.48,11.74,12.3,50.0,1.9,1164.2,14.25,98.46,61.2,7.28,7.99,7.88,8.74,2,1,0
5408,2013-01-27 18:28:41.371571,Arabiga,Oscuro,69.61,10.11,1.403,6.1,220.3,94.7,65.4,74.6,13.58,221.5,223.3,225.1,226.3,7.87,13.11,22.5,83.5,0.44,895.1,16.13,58.38,37.2,2.23,2.35,2.39,3.14,7,0,1
5409,2013-01-28 18:28:41.371650,Mezcla,Oscuro,119.3,11.18,1.131,7.28,234.9,53.5,74.1,73.9,16.43,236.2,238.2,240.2,241.5,9.11,13.15,25.1,50.8,0.4,1049.6,20.03,95.41,4.5,7.34,7.54,7.19,8.11,1,1,0
5410,2013-01-29 18:28:41.371743,Arabiga,Medio,93.3,13.81,1.658,7.18,201.3,45.4,77.5,79.8,19.48,205.8,212.6,219.4,223.9,8.48,13.1,31.1,55.0,1.16,824.2,17.42,77.05,40.7,4.64,4.86,3.9,5.39,1,0,1
5411,2013-01-30 18:28:41.371832,Mezcla,Medio,88.38,11.56,1.477,6.6,214.2,84.3,94.7,57.8,15.38,216.4,219.6,222.9,225.1,7.58,12.68,29.1,58.7,0.71,1145.5,16.42,73.86,41.8,7.36,7.31,7.41,8.74,0,1,0
5412,2013-01-31 18:28:41.371921,Robusta,Oscuro,98.56,10.55,1.261,5.52,183.6,82.7,88.9,55.4,16.94,194.1,209.9,225.7,236.3,8.69,16.34,23.0,68.0,3.11,1380.3,19.14,79.7,17.4,8.51,8.53,8.2,9.59,1,1,0
5413,2013-02-01 18:28:41.372037,Robusta,Oscuro,123.38,9.78,1.462,5.05,186.9,75.3,96.2,65.8,15.67,195.9,209.3,222.8,231.8,10.62,13.75,25.1,93.9,2.86,1454.7,17.85,101.35,24.5,7.68,8.24,8.13,8.81,0,1,0
5414,2013-02-02 18:28:41.372121,Mezcla,Oscuro,112.45,12.59,1.389,6.33,222.1,84.0,93.8,64.5,17.32,226.2,232.3,238.4,242.5,12.32,14.22,16.3,41.5,1.18,1635.5,20.5,89.4,5.6,7.27,6.92,6.92,7.92,0,1,0
5415,2013-02-03 18:28:41.372207,Mezcla,Oscuro,87.6,11.41,1.341,5.21,207.5,81.9,72.9,63.9,17.68,213.2,221.7,230.2,235.9,9.97,15.19,37.6,92.0,1.61,1268.9,19.29,70.7,19.5,8.17,8.95,8.34,9.45,0,1,0
5416,2013-02-04 18:28:41.372291,Mezcla,Medio,113.21,9.31,1.354,7.56,208.2,79.4,89.6,63.1,14.14,211.0,215.1,219.2,222.0,9.0,11.53,34.0,47.0,0.98,1271.8,15.44,95.73,44.9,8.61,8.73,8.39,9.31,1,1,0
5417,2013-02-05 18:28:41.372376,Mezcla,Medio,86.23,11.69,1.134,6.56,233.8,62.6,70.6,92.8,14.59,232.6,230.9,229.1,227.9,8.88,12.56,30.1,41.1,-0.4,787.2,16.76,71.78,30.4,6.9,7.48,6.6,8.04,0,1,1
5418,2013-02-06 18:28:41.372453,Arabiga,Ligero,94.86,12.73,1.351,6.98,170.6,85.1,72.7,62.2,10.43,176.9,186.3,195.7,202.0,5.39,,29.0,94.9,3.01,841.6,10.33,85.07,82.6,8.11,8.6,8.5,9.49,0,1,0
5419,2013-02-07 18:28:41.372536,Mezcla,Medio,104.75,10.79,1.456,6.69,180.4,68.1,84.2,60.8,14.8,186.6,196.0,205.4,211.7,8.4,13.63,16.1,55.8,2.11,1055.3,13.57,90.53,65.8,7.75,7.5,7.15,8.45,2,1,0
5420,2013-02-08 18:28:41.372614,Arabiga,Oscuro,114.75,10.57,1.283,8.27,218.6,84.9,86.1,63.8,16.81,221.5,225.7,230.0,232.8,8.32,14.72,46.6,25.9,0.84,1637.8,18.41,93.63,21.4,7.73,7.85,8.48,9.07,0,1,0
5421,2013-02-09 18:28:41.372698,Robusta,Medio,98.45,12.26,1.326,4.48,213.4,63.6,69.9,63.1,11.27,215.0,217.3,219.6,221.2,7.25,10.67,24.0,42.0,0.68,705.6,14.41,84.26,49.4,8.24,7.89,8.34,9.22,0,1,0
5422,2013-02-10 18:28:41.372812,Arabiga,Medio,119.5,10.2,1.193,6.27,196.5,89.9,80.0,67.6,12.62,200.9,207.5,214.1,218.5,5.99,11.09,26.2,66.8,1.74,1355.8,14.29,102.43,51.6,8.28,8.49,8.22,9.7,0,1,0
5423,2013-02-11 18:28:41.372898,Arabiga,Ligero,115.05,10.76,1.161,5.49,214.6,69.1,63.9,66.6,11.2,210.9,205.3,199.7,195.9,4.78,,29.9,62.9,-1.67,890.6,9.35,104.29,102.0,6.57,6.3,6.37,7.8,2,1,0
5424,2013-02-12 18:28:41.372977,Mezcla,Ligero,103.84,10.63,1.11,6.55,213.1,55.9,82.4,54.8,11.96,212.1,210.6,209.1,208.0,7.56,,21.5,66.3,-0.43,694.3,12.0,91.38,76.7,7.26,7.58,7.21,8.56,0,1,0
5425,2013-02-13 18:28:41.373060,Mezcla,Oscuro,115.99,8.1,1.162,5.19,238.8,86.7,76.9,84.0,14.05,238.6,238.2,237.8,237.6,7.78,11.41,18.0,94.0,-0.09,1412.5,18.53,94.49,10.1,8.74,8.23,8.1,9.34,0,1,1
5426,2013-02-14 18:28:41.373152,Robusta,Ligero,90.64,10.35,1.534,5.65,239.8,75.4,79.9,83.2,11.86,233.1,223.0,212.9,206.2,7.43,,22.4,48.3,-2.84,810.2,11.59,80.13,76.2,9.0,8.25,8.52,9.7,0,1,1
5427,2013-02-15 18:28:41.373231,Robusta,Medio,104.23,11.86,1.607,7.43,155.8,66.5,82.2,61.7,17.9,169.5,190.0,210.5,224.2,8.64,14.26,22.1,84.8,3.82,1241.3,17.0,86.51,41.5,8.16,8.68,8.62,9.19,1,1,0
5428,2013-02-16 18:28:41.373322,Robusta,Oscuro,126.83,11.62,1.387,8.05,190.4,39.8,81.0,70.5,14.29,199.8,214.0,228.1,237.6,9.88,10.39,16.9,67.5,3.3,721.5,18.6,103.24,14.2,7.37,7.32,7.03,8.25,1,1,0
5429,2013-02-17 18:28:41.373405,Arabiga,Medio,94.56,11.97,1.315,7.16,222.9,66.5,68.8,91.5,12.71,222.3,221.3,220.3,219.6,7.22,10.28,28.2,60.9,-0.26,799.4,14.54,80.81,50.3,9.17,8.81,8.64,9.75,0,1,1
5430,2013-02-18 18:28:41.373487,Arabiga,Ligero,131.41,11.67,1.215,7.26,227.9,64.3,88.1,70.0,11.57,224.3,219.0,213.6,210.0,7.41,,24.4,73.1,-1.55,977.4,12.27,115.29,72.2,7.17,7.33,7.36,8.39,1,1,0
5431,2013-02-19 18:28:41.373576,Arabiga,Medio,107.34,10.37,1.21,5.74,195.1,66.5,104.1,58.8,14.22,200.5,208.6,216.8,222.2,8.93,13.91,13.4,34.3,1.9,1014.4,15.5,90.7,50.0,7.73,7.96,8.08,8.78,1,1,0
5432,2013-02-20 18:28:41.373656,Robusta,Medio,118.46,11.87,1.393,7.06,212.9,63.6,72.8,55.9,12.69,215.4,219.1,222.8,225.3,9.1,11.85,23.7,33.8,0.97,956.7,15.66,99.91,41.1,7.05,6.81,7.56,8.21,1,1,0
5433,2013-02-21 18:28:41.373753,Mezcla,Medio,105.97,13.32,1.229,6.94,203.1,49.4,88.6,69.8,17.44,206.5,211.8,217.0,220.5,7.93,10.76,33.4,86.2,1.0,912.4,16.13,88.87,50.1,5.72,5.87,5.17,6.46,2,0,1
5434,2013-02-22 18:28:41.373845,Mezcla,Oscuro,99.22,10.45,1.49,6.63,216.8,94.3,71.1,85.0,16.2,220.9,227.0,233.1,237.2,10.51,12.87,18.6,54.9,1.26,1515.7,19.1,80.27,13.2,7.86,8.28,8.21,9.05,1,1,0
5435,2013-02-23 18:28:41.373925,Robusta,Ligero,109.41,9.6,1.121,6.47,202.1,76.6,88.2,43.2,11.76,203.2,204.8,206.4,207.5,7.67,,40.5,57.7,0.47,986.3,11.84,96.46,74.6,8.79,8.16,8.57,9.4,1,1,0
5436,2013-02-24 18:28:41.374009,Arabiga,Medio,87.98,10.67,1.182,7.73,188.1,74.2,82.6,61.5,11.98,196.6,209.3,222.0,230.5,6.86,8.87,18.8,62.4,3.54,781.7,16.49,73.48,29.0,6.68,7.11,7.14,7.85,1,1,0
5437,2013-02-25 18:28:41.374093,Arabiga,Ligero,116.29,13.83,1.328,5.22,203.1,83.4,84.6,74.4,12.78,203.5,204.0,204.6,204.9,7.19,,19.9,57.6,0.14,1240.1,11.62,102.77,75.9,8.87,8.54,8.59,9.76,0,1,0
5438,2013-02-26 18:28:41.374173,Arabiga,Oscuro,91.39,12.94,1.055,6.05,203.4,91.2,83.4,66.0,15.39,207.4,213.5,219.6,223.6,9.39,12.41,32.6,28.5,1.31,1282.9,16.14,76.64,41.8,6.56,6.57,5.92,7.24,1,1,0
5439,2013-02-27 18:28:41.374258,Robusta,Ligero,87.55,9.71,0.948,7.49,209.5,101.5,68.9,73.2,11.28,208.8,207.7,206.5,205.8,5.78,,29.6,63.4,-0.33,1002.2,11.34,77.62,72.3,2.74,2.58,3.07,3.83,2,0,1
5440,2013-02-28 18:28:41.374347,Mezcla,Medio,88.84,8.44,1.25,6.46,186.5,55.2,87.3,58.2,17.42,193.1,202.8,212.6,219.1,8.67,9.55,19.7,51.3,1.87,854.1,15.85,74.76,53.2,5.85,5.92,6.37,7.04,2,1,1
5441,2013-03-01 18:28:41.374433,Mezcla,Medio,130.32,9.24,1.468,6.58,206.6,70.4,89.6,76.5,13.31,208.9,212.4,215.9,218.2,5.28,12.24,24.5,65.0,0.87,1220.9,14.44,111.51,54.6,8.41,8.84,8.42,9.35,0,1,0
5442,2013-03-02 18:28:41.374514,Robusta,Medio,129.05,12.12,1.444,6.96,216.9,81.9,83.5,77.9,15.53,218.2,220.1,222.0,223.3,9.37,12.0,32.6,51.1,0.42,1641.8,16.13,108.24,43.5,8.72,8.38,8.54,9.41,1,1,0
5443,2013-03-03 18:28:41.374598,Mezcla,Oscuro,101.37,12.27,1.298,7.07,195.9,58.6,77.8,66.5,21.63,204.0,216.2,228.4,236.5,12.36,12.02,27.5,52.2,1.88,1284.0,20.59,80.5,15.9,6.81,5.94,6.51,7.37,1,1,1
5444,2013-03-04 18:28:41.374675,Robusta,Medio,94.47,14.01,1.193,5.41,221.5,56.2,75.3,54.8,13.42,220.6,219.3,217.9,217.0,9.44,12.68,13.1,48.6,-0.34,711.8,14.23,81.02,51.0,8.01,7.62,7.15,8.64,0,1,0
5445,2013-03-05 18:28:41.374783,Arabiga,Oscuro,133.5,10.55,1.107,6.36,226.6,61.8,92.3,66.1,13.19,227.5,228.8,230.1,231.0,7.61,10.22,10.8,49.4,0.33,1088.3,16.95,110.87,28.7,7.72,8.4,7.78,9.1,1,1,0
5446,2013-03-06 18:28:41.374865,Mezcla,Oscuro,94.18,9.64,1.145,6.07,208.0,81.7,89.9,77.7,14.67,214.8,225.0,235.1,241.9,7.63,12.53,15.5,45.7,2.31,1129.3,19.59,75.74,6.2,6.64,7.49,7.47,8.12,0,1,0
5447,2013-03-07 18:28:41.374943,Arabiga,Ligero,86.98,10.58,1.205,6.06,215.0,89.1,67.6,65.0,12.44,213.0,210.0,207.1,205.1,9.59,,23.2,34.1,-0.8,964.3,11.55,76.93,80.4,8.11,8.85,8.76,9.43,0,1,0
5448,2013-03-08 18:28:41.375030,Robusta,Medio,102.4,13.68,1.588,7.55,221.0,83.7,78.4,64.2,15.37,221.7,222.8,223.8,224.5,9.74,14.12,10.2,67.1,0.22,1318.1,16.31,85.7,40.3,7.76,7.22,7.24,8.71,0,1,0
5449,2013-03-09 18:28:41.375109,Robusta,Oscuro,87.9,12.76,1.385,7.48,200.3,73.6,106.2,62.2,12.89,208.1,219.8,231.5,239.3,8.7,12.11,33.6,42.1,3.03,833.9,18.53,71.61,12.8,7.29,7.26,7.51,8.73,0,1,0
5450,2013-03-10 18:28:41.375197,Robusta,Ligero,115.69,12.26,1.355,6.12,222.0,73.5,82.7,89.3,13.15,218.7,213.9,209.1,205.8,6.96,,32.7,76.7,-1.23,1118.2,11.91,101.91,79.9,8.42,9.35,8.87,9.9,0,1,1
5451,2013-03-11 18:28:41.375275,Arabiga,Oscuro,110.61,13.18,1.323,6.9,199.8,61.2,73.8,70.0,15.46,205.3,213.5,221.7,227.2,9.21,12.81,23.6,68.7,1.77,1045.7,16.88,91.94,36.1,7.17,7.51,7.08,8.54,1,1,0
5452,2013-03-12 18:28:41.375363,Robusta,Ligero,118.72,14.05,1.406,6.52,192.5,55.7,70.4,68.3,14.63,193.9,195.9,198.0,199.4,7.09,,16.9,53.0,0.47,968.3,11.07,105.58,96.2,5.28,5.16,5.73,6.56,1,0,1
5453,2013-03-13 18:28:41.375442,Arabiga,Ligero,89.01,11.34,1.365,7.27,207.4,65.9,82.8,61.4,11.85,205.8,203.5,201.1,199.5,6.24,,29.6,64.8,-0.67,695.3,10.26,79.87,85.7,7.96,7.25,7.53,8.68,1,1,0
5454,2013-03-14 18:28:41.375520,Arabiga,Medio,103.93,9.36,1.122,6.05,203.8,89.7,80.7,68.7,12.2,206.4,210.3,214.3,216.9,7.02,10.09,32.0,73.0,1.07,1137.2,13.84,89.55,52.3,8.43,8.38,8.18,9.33,0,1,0
5455,2013-03-15 18:28:41.375604,Arabiga,Medio,93.67,12.33,1.414,6.91,214.2,88.6,74.5,64.2,15.76,215.4,217.2,218.9,220.1,9.78,16.52,31.2,45.5,0.37,1308.5,15.55,79.11,54.1,8.91,9.03,9.21,9.96,0,1,0
5456,2013-03-16 18:28:41.375693,Robusta,Ligero,82.01,11.6,1.358,5.0,210.2,92.1,69.9,58.8,13.3,208.9,206.9,204.8,203.5,7.22,,35.2,71.4,-0.51,1005.0,11.49,72.59,81.9,2.64,3.39,3.56,4.08,1,0,1
5457,2013-03-17 18:28:41.375795,Arabiga,Medio,116.08,9.78,1.123,6.92,234.6,70.6,96.4,69.2,10.92,230.5,224.4,218.3,214.3,6.37,10.28,28.4,82.3,-1.86,895.2,12.93,101.07,59.8,7.24,7.61,7.0,8.4,0,1,0
5458,2013-03-18 18:28:41.375874,Arabiga,Ligero,106.76,12.59,1.401,6.65,197.8,83.3,49.7,59.9,10.23,199.4,201.8,204.1,205.7,5.94,,34.5,46.0,0.77,909.5,11.01,95.0,79.8,7.84,8.0,8.61,9.33,0,1,0
5459,2013-03-19 18:28:41.375960,Arabiga,Oscuro,106.66,10.56,1.413,6.54,186.6,72.6,98.7,55.9,11.21,196.1,210.4,224.7,234.2,7.07,12.25,25.0,49.7,4.25,868.1,17.01,88.52,23.5,8.74,8.23,8.9,9.4,0,1,0
5460,2013-03-20 18:28:41.376048,Arabiga,Oscuro,112.72,13.29,1.254,7.46,227.1,69.1,102.9,65.0,15.45,230.3,235.2,240.0,243.2,9.93,14.3,27.0,85.2,1.05,1203.8,20.08,90.08,9.1,7.28,7.22,7.27,7.98,0,1,0
5461,2013-03-21 18:28:41.376127,Robusta,Oscuro,115.18,10.97,1.41,6.9,200.6,78.2,82.1,70.4,15.09,206.5,215.3,224.2,230.1,7.14,13.21,26.0,105.7,1.96,1358.7,17.34,95.21,28.7,8.16,7.76,7.81,9.14,1,1,0
5462,2013-03-22 18:28:41.376205,Robusta,Medio,109.13,13.53,1.132,7.51,220.1,77.3,72.1,76.2,13.87,220.5,221.2,221.9,222.4,7.51,10.35,30.4,67.9,0.17,1169.5,15.43,92.28,47.4,8.25,8.32,8.77,9.51,0,1,0
5463,2013-03-23 18:28:41.376289,Robusta,Oscuro,137.29,11.11,1.044,6.15,199.1,76.4,86.7,60.6,18.12,206.3,217.1,227.8,235.0,8.74,15.35,20.0,62.7,1.98,1898.9,19.24,110.88,22.5,9.05,9.35,9.06,10.0,0,1,0
